"","X","pplot","splot","tag","spec","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","time","nsumba.1","nsumba.2","nsumba.3","nsumba5.1","nsumba5.2","nsumba5.3","nsumbabig.1","nsumbabig.2","nsumbabig.3","dbh","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort","nsumba.1cl","nsumba.2cl","nsumba.3cl","nsumba5.1cl","nsumba5.2cl","nsumba5.3cl","nsumbabig.1cl","nsumbabig.2cl","nsumbabig.3cl","dbhgrowthcl","bagrowthcl","nsumba.1cl2","nsumba.2cl2","nsumba.3cl2","nsumba5.1cl2","nsumba5.2cl2","nsumba5.3cl2","nsumbabig.1cl2","nsumbabig.2cl2","nsumbabig.3cl2","dbhgrowthcl2","bagrowthcl2"
"6533",5558.1998,16,3,98662,"ABBA",NA,840,"L","W",220,"S","BSLP",6,10,FALSE,NA,NA,TRUE,NA,1998,0,NA,NA,0,NA,NA,0,NA,NA,6.1,4.3,NA,NA,NA,"ALIVE","o",13.6625,0.0029224734,5558,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,NA,NA
"6534",5559.1998,16,3,98663,"ABBA",NA,840,"L","W",220,"S","BSLP",7,10,FALSE,NA,NA,TRUE,NA,1998,0,NA,NA,0,NA,NA,0,NA,NA,5.8,4.3,NA,NA,NA,"ALIVE","o",13.6625,0.0026420856,5559,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,NA,NA
"6535",5560.1998,16,3,98664,"ABBA",NA,840,"L","W",220,"S","BSLP",7,6,FALSE,NA,NA,TRUE,NA,1998,0.0581070336,0.1615206516,0.2734307268,0.0581070336,0.1615206516,0.2696969352,0.0581070336,0.1615206516,0.2696969352,5.6,4.2,NA,NA,NA,"ALIVE","o",13.6625,0.0024630144,5560,FALSE,2,2,2,2,2,2,2,2,2,NA,NA,"(0.0307,0.0614]","(0.103,0.205]","(0.167,0.335]","(0.0307,0.0614]","(0.102,0.204]","(0.167,0.335]","(0.0307,0.0614]","(0.102,0.204]","(0.162,0.324]",NA,NA
"6537",5573.1998,16,4,601,"ABBA",NA,840,"L","W",220,"S","BSLP",6,3,FALSE,TRUE,NA,TRUE,NA,1998,0,0.1636844286,0.5021242842,0,0.1636844286,0.5021242842,0,0.1463129514,0.431172819,12.2,9.5,0.118181818181818,0.0002144142,NA,"ALIVE","o",13.6625,0.0116898936,5573,FALSE,1,2,3,1,2,3,1,2,3,1,1,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]","[0,0.194]","[0,0.000783]"
"6538",5574.1998,16,4,602,"ABBA",2010,840,"L","W",220,"S","BSLP",7,1,FALSE,TRUE,NA,NA,NA,1998,0.0073804038,NA,NA,0.0073804038,NA,NA,0,NA,NA,7.5,8.5,0.0272727272727273,3.14873999999999e-05,NA,"ALIVE","o",13.6625,0.004417875,5574,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.194]","[0,0.000783]"
"6539",5575.1998,16,4,603,"ABBA",NA,840,"L","W",220,"S","BSLP",9,1,FALSE,TRUE,NA,TRUE,NA,1998,0.0921187806,NA,NA,0.0921187806,NA,NA,0.0921187806,NA,NA,7.7,7,0.0818181818181818,9.3177e-05,NA,"ALIVE","o",13.6625,0.0046566366,5575,FALSE,3,NA,NA,3,NA,NA,3,NA,NA,1,1,"(0.0614,0.0921]",NA,NA,"(0.0614,0.0921]",NA,NA,"(0.0614,0.0921]",NA,NA,"[0,0.194]","[0,0.000783]"
"6540",5576.1998,16,4,604,"ABBA",2010,840,"L","W",220,"S","BSLP",7,2,FALSE,TRUE,NA,NA,NA,1998,0.0116215638,0.1212445542,NA,0.0116215638,0.1212445542,NA,0.0093313374,0.1189543278,NA,6,6.8,0.00909090909090906,8.49660000000001e-06,NA,"ALIVE","o",13.6625,0.00282744,5576,TRUE,1,2,NA,1,2,NA,1,2,NA,1,1,"[0,0.0307]","(0.103,0.205]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.194]","[0,0.000783]"
"6542",5578.1998,16,4,606,"ABBA",NA,840,"L","W",220,"S","BSLP",8,4,FALSE,TRUE,NA,TRUE,NA,1998,0.0176715,0.1938312222,0.3381084168,0.0176715,0.1938312222,0.3369742992,0.0176715,0.1785190638,0.26409075,12.8,9.8,0.1,0.000192423,NA,"ALIVE","o",13.6625,0.0128679936,5578,FALSE,1,2,3,1,2,3,1,2,2,1,1,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.162,0.324]","[0,0.194]","[0,0.000783]"
"6543",5579.1998,16,4,607,"ABBA",NA,840,"L","W",220,"S","BSLP",10,2,FALSE,TRUE,NA,TRUE,NA,1998,0.002375835,NA,NA,0.002375835,NA,NA,0,NA,NA,7.1,5.5,0.154545454545454,0.000151725,NA,"ALIVE","o",13.6625,0.0039592014,5579,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.194]","[0,0.000783]"
"6544",5580.1998,16,4,664,"ABBA",NA,840,"L","W",220,"S","BSLP",6,1,FALSE,TRUE,NA,TRUE,NA,1998,0.0598286304,NA,NA,0.0598286304,NA,NA,0.0598286304,NA,NA,13.3,9,0.136363636363636,0.000268821,NA,"ALIVE","o",13.6625,0.0138929406,5580,FALSE,2,NA,NA,2,NA,NA,2,NA,NA,1,1,"(0.0307,0.0614]",NA,NA,"(0.0307,0.0614]",NA,NA,"(0.0307,0.0614]",NA,NA,"[0,0.194]","[0,0.000783]"
"6545",5581.1998,16,4,665,"ABBA",NA,840,"L","W",220,"S","BSLP",7,2,FALSE,TRUE,NA,TRUE,NA,1998,0.0051176664,0.1147406568,NA,0.0051176664,0.1147406568,NA,0,0.0854114646,NA,10.9,9,0.136363636363636,0.000217413,NA,"ALIVE","o",13.6625,0.0093313374,5581,FALSE,1,2,NA,1,2,NA,1,1,NA,1,1,"[0,0.0307]","(0.103,0.205]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.0307]","[0,0.102]",NA,"[0,0.194]","[0,0.000783]"
"6548",5586.1998,16,4,670,"ABBA",NA,840,"L","W",220,"S","BSLP",9,2,FALSE,TRUE,NA,TRUE,NA,1998,0,0.1563959166,NA,0,0.1563959166,NA,0,0.1505988792,NA,6.8,5.4,0.1,9.8175e-05,NA,"ALIVE","o",13.6625,0.0036316896,5586,FALSE,1,2,NA,1,2,NA,1,2,NA,1,1,"[0,0.0307]","(0.103,0.205]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.194]","[0,0.000783]"
"6550",5588.1998,16,4,672,"ABBA",NA,840,"L","W",220,"S","BSLP",9,1,FALSE,TRUE,NA,FALSE,NA,1998,0.0917488572,NA,NA,0.0917488572,NA,NA,0.0870922206,NA,NA,8,5.2,0.163636363636364,0.0001824984,NA,"ALIVE","o",13.6625,0.00502656,5588,FALSE,3,NA,NA,3,NA,NA,3,NA,NA,1,1,"(0.0614,0.0921]",NA,NA,"(0.0614,0.0921]",NA,NA,"(0.0614,0.0921]",NA,NA,"[0,0.194]","[0,0.000783]"
"6551",5589.1998,16,4,673,"ABBA",NA,840,"L","W",220,"S","BSLP",10,1,FALSE,TRUE,NA,TRUE,NA,1998,0,NA,NA,0,NA,NA,0,NA,NA,7.2,6.1,0.118181818181818,0.0001215942,NA,"ALIVE","o",13.6625,0.0040715136,5589,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.194]","[0,0.000783]"
"6552",5590.1998,16,4,674,"ABBA",NA,840,"L","W",220,"S","BSLP",6,5,FALSE,TRUE,NA,TRUE,NA,1998,0,0.1310761914,0.3953263776,0,0.1300009788,0.3933958644,0,0.0971641902,0.2690631174,18.7,14.5,0.245454545454545,0.0006689466,NA,"ALIVE","c",13.6625,0.0274646526,5590,FALSE,1,2,3,1,2,3,1,1,2,2,1,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.335,0.502]","[0,0.0307]","[0,0.102]","(0.162,0.324]","(0.194,0.388]","[0,0.000783]"
"6553",5592.1998,16,4,676,"ABBA",2010,840,"L","W",220,"S","BSLP",7,1,FALSE,TRUE,NA,NA,NA,1998,0.0078390774,NA,NA,0.0078390774,NA,NA,0.004417875,NA,NA,7.1,7.5,0.0181818181818181,1.99919999999999e-05,NA,"ALIVE","o",13.6625,0.0039592014,5592,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.194]","[0,0.000783]"
"6554",5593.1998,16,4,677,"ABBA",NA,840,"L","W",220,"S","BSLP",7,5,FALSE,TRUE,NA,TRUE,NA,1998,0,0.245543529,0.3253307442,0,0.245543529,0.323400231,0,0.2401580412,0.3145935408,8.6,6.7,0.0454545454545455,5.9619e-05,NA,"ALIVE","o",13.6625,0.0058088184,5593,FALSE,1,3,2,1,3,2,1,3,2,1,1,"[0,0.0307]","(0.205,0.308]","(0.167,0.335]","[0,0.0307]","(0.204,0.306]","(0.167,0.335]","[0,0.0307]","(0.204,0.306]","(0.162,0.324]","[0,0.194]","[0,0.000783]"
"6556",5595.1998,16,4,679,"ABBA",2010,840,"L","W",220,"S","BSLP",7,1,FALSE,TRUE,NA,NA,NA,1998,0.0083770764,NA,NA,0.0083770764,NA,NA,0.0083770764,NA,NA,6.6,7.5,0.0181818181818181,1.85639999999999e-05,NA,"ALIVE","o",13.6625,0.0034212024,5595,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.194]","[0,0.000783]"
"6558",5597.1998,16,4,682,"ABBA",NA,840,"L","W",220,"S","BSLP",7,2,FALSE,TRUE,NA,TRUE,NA,1998,0.0121587774,0.1217817678,NA,0.0121587774,0.1217817678,NA,0.0121587774,0.1217817678,NA,5.4,7.1,0.0272727272727273,2.2491e-05,NA,"ALIVE","o",13.6625,0.0022902264,5597,FALSE,1,2,NA,1,2,NA,1,2,NA,1,1,"[0,0.0307]","(0.103,0.205]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.194]","[0,0.000783]"
"6561",5601.1998,16,4,781,"ABBA",NA,840,"L","W",220,"S","BSLP",9,5,FALSE,TRUE,NA,TRUE,NA,1998,0,0.1021090686,NA,0,0.100974951,NA,0,0.093886716,NA,8.8,5.6,0.209090909090909,0.0002512566,NA,"ALIVE","o",13.6625,0.0060821376,5601,FALSE,1,1,NA,1,1,NA,1,1,NA,2,1,"[0,0.0307]","[0,0.103]",NA,"[0,0.0307]","[0,0.102]",NA,"[0,0.0307]","[0,0.102]",NA,"(0.194,0.388]","[0,0.000783]"
"6562",5602.1998,16,4,807,"ABBA",2010,840,"L","W",220,"S","BSLP",8,4,FALSE,TRUE,NA,NA,NA,1998,0.0128679936,0.1890277158,0.3333049104,0.0128679936,0.1890277158,0.3321707928,0,0.1467449214,0.2323166076,15,13.5,0.172727272727273,0.0003812046,NA,"ALIVE","c",13.6625,0.0176715,5602,TRUE,1,2,2,1,2,2,1,2,2,1,1,"[0,0.0307]","(0.103,0.205]","(0.167,0.335]","[0,0.0307]","(0.102,0.204]","(0.167,0.335]","[0,0.0307]","(0.102,0.204]","(0.162,0.324]","[0,0.194]","[0,0.000783]"
"6563",5604.1998,16,4,824,"ABBA",NA,840,"L","W",220,"S","BSLP",7,4,FALSE,TRUE,NA,TRUE,NA,1998,0.0390571566,0.184250913,0.401465064,0.0390571566,0.184250913,0.4003898514,0.0390571566,0.1298690316,0.2662458876,16.6,13.7,0.163636363636364,0.0004035528,NA,"ALIVE","c",13.6625,0.0216424824,5604,FALSE,2,2,3,2,2,3,2,2,2,1,1,"(0.0307,0.0614]","(0.103,0.205]","(0.335,0.502]","(0.0307,0.0614]","(0.102,0.204]","(0.335,0.502]","(0.0307,0.0614]","(0.102,0.204]","(0.162,0.324]","[0,0.194]","[0,0.000783]"
"6564",5605.1998,16,4,825,"ABBA",NA,840,"L","W",220,"S","BSLP",8,2,FALSE,TRUE,NA,TRUE,NA,1998,0,0.1668762942,NA,0,0.1668762942,NA,0,0.1332242604,NA,10.7,10.6,0.0636363636363636,0.0001034586,NA,"ALIVE","o",13.6625,0.0089920446,5605,FALSE,1,2,NA,1,2,NA,1,2,NA,1,1,"[0,0.0307]","(0.103,0.205]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.194]","[0,0.000783]"
"6566",5607.1998,16,4,827,"ABBA",NA,840,"L","W",220,"S","BSLP",9,3,FALSE,TRUE,NA,TRUE,NA,1998,0.02269806,0.0756175266,NA,0.02269806,0.0756175266,NA,0.02269806,0.04036956,NA,13.4,12.9,0.0909090909090909,0.000184212,NA,"ALIVE","i",13.6625,0.0141026424,5607,FALSE,1,1,NA,1,1,NA,1,1,NA,1,1,"[0,0.0307]","[0,0.103]",NA,"[0,0.0307]","[0,0.102]",NA,"[0,0.0307]","[0,0.102]",NA,"[0,0.194]","[0,0.000783]"
"6567",5609.1998,16,4,98627,"ABBA",2010,840,"L","W",220,"S","BSLP",6,4,FALSE,NA,NA,NA,NA,1998,0,0.118732845,0.453851244,0,0.118732845,0.4527760314,0,0.118732845,0.4451953506,6.1,5.1,NA,NA,NA,"ALIVE","o",13.6625,0.0029224734,5609,TRUE,1,2,3,1,2,3,1,2,3,NA,NA,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]",NA,NA
"6568",5610.1998,16,4,98642,"ABBA",NA,840,"L","W",220,"S","BSLP",10,2,FALSE,NA,NA,TRUE,NA,1998,0.0039592014,NA,NA,0.0039592014,NA,NA,0.0039592014,NA,NA,5.5,4.8,NA,NA,NA,"ALIVE","o",13.6625,0.002375835,5610,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,NA,NA
"6569",5611.1998,16,4,98643,"ABBA",NA,840,"L","W",220,"S","BSLP",10,5,FALSE,NA,NA,TRUE,NA,1998,0.0011341176,NA,NA,0,NA,NA,0,NA,NA,5.7,4.9,NA,NA,NA,"ALIVE","o",13.6625,0.0025517646,5611,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,NA,NA
"12213",5461.201,16,2,629,"ABBA",NA,840,"L","W",220,"S","BSLP",3,8,FALSE,TRUE,NA,TRUE,TRUE,2010,0.026880315,0.300611033184,0.433020935886,0.026880315,0.2977435692,0.425859588,0.026880315,0.2977435692,0.4145286222,8.2,7.15,0.05,6.20465999999999e-05,0.0958333333333334,"ALIVE","i",13.336,0.0052810296,5461,FALSE,1,3,3,1,3,3,1,3,3,1,1,"[0,0.0307]","(0.205,0.308]","(0.335,0.502]","[0,0.0307]","(0.204,0.306]","(0.335,0.502]","[0,0.0307]","(0.204,0.306]","(0.324,0.486]","[0,0.194]","[0,0.000783]"
"12214",5462.201,16,2,630,"ABBA",NA,840,"L","W",220,"S","BSLP",1,9,FALSE,FALSE,NA,TRUE,FALSE,2010,0.020848443,NA,NA,0.020848443,NA,NA,0.0183854286,NA,NA,8.8,7.59,0.216666666666667,0.000255255,-0.00916666666666669,"ALIVE","o",13.336,0.0060821376,5462,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"(0.194,0.388]","[0,0.000783]"
"12218",5466.201,16,2,634,"ABBA",NA,840,"L","W",220,"S","BSLP",1,8,FALSE,TRUE,NA,TRUE,TRUE,2010,0,NA,NA,0,NA,NA,0,NA,NA,9.5,6.74,0.166666666666667,0.00022253,0.0616666666666667,"ALIVE","o",13.336,0.007088235,5466,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.194]","[0,0.000783]"
"12222",5472.201,16,2,641,"ABBA",NA,840,"L","W",220,"S","BSLP",4,7,FALSE,TRUE,NA,TRUE,TRUE,2010,0.0359681784,0.116461570302,0.458974824462,0.0359681784,0.112041237,0.4487516418,0.0359681784,0.090607671,0.365591919,18.4,10.53,0.258333333333333,0.00068375615,0.0608333333333332,"ALIVE","i",13.336,0.0265905024,5472,FALSE,2,2,3,2,2,3,2,1,3,2,1,"(0.0307,0.0614]","(0.103,0.205]","(0.335,0.502]","(0.0307,0.0614]","(0.102,0.204]","(0.335,0.502]","(0.0307,0.0614]","[0,0.102]","(0.324,0.486]","(0.194,0.388]","[0,0.000783]"
"12224",5475.201,16,2,648,"ABBA",NA,840,"L","W",220,"S","BSLP",4,8,FALSE,TRUE,NA,TRUE,TRUE,2010,0.0279358926,0.172901168286,0.409541127996,0.0277591776,0.167443353,0.3992557338,0.0277591776,0.158423034,0.3583992258,11.4,8.72,0.133333333333333,0.0002220064,0.0933333333333334,"ALIVE","i",13.336,0.0102070584,5475,FALSE,1,2,3,1,2,3,1,2,3,1,1,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]","[0,0.194]","[0,0.000783]"
"12228",5481.201,16,2,837,"ABBA",NA,840,"L","W",220,"S","BSLP",3,9,FALSE,TRUE,NA,TRUE,TRUE,2010,0,0.137733210384,NA,0,0.1348154808,NA,0,0.110863137,NA,12.5,9.66,0.233333333333333,0.0004068372,0.163333333333333,"ALIVE","i",13.336,0.012271875,5481,FALSE,1,2,NA,1,2,NA,1,2,NA,2,1,"[0,0.0307]","(0.103,0.205]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.0307]","(0.102,0.204]",NA,"(0.194,0.388]","[0,0.000783]"
"12229",5482.201,16,2,838,"ABBA",NA,840,"L","W",220,"S","BSLP",5,9,FALSE,TRUE,NA,TRUE,FALSE,2010,0,0.06719748882,NA,0,0.058771482,NA,0,0,NA,19.2,11.54,0.308333333333333,0.00084031255,-0.0800000000000001,"ALIVE","i",13.336,0.0289529856,5482,FALSE,1,1,NA,1,1,NA,1,1,NA,2,2,"[0,0.0307]","[0,0.103]",NA,"[0,0.0307]","[0,0.102]",NA,"[0,0.0307]","[0,0.102]",NA,"(0.194,0.388]","(0.000783,0.00157]"
"12230",5483.201,16,2,839,"ABBA",NA,840,"L","W",220,"S","BSLP",2,6,FALSE,TRUE,NA,TRUE,TRUE,2010,0,0.1473064824,NA,0,0.1471737498,NA,0,0.1437525474,NA,10.6,6.85,0.183333333333333,0.000273581,0.0708333333333333,"ALIVE","o",13.336,0.0088247544,5483,FALSE,1,2,NA,1,2,NA,1,2,NA,1,1,"[0,0.0307]","(0.103,0.205]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.0307]","(0.102,0.204]",NA,"[0,0.194]","[0,0.000783]"
"12231",5485.201,16,2,9543,"ABBA",NA,840,"L","W",220,"S","BSLP",5,8,FALSE,NA,NA,NA,NA,2010,0.003969859278,0.146063956038,0.344011027668,0,0.1376350668,0.33061413,0.003963701742,0.146057798502,0.343801883502,1.34,1.73,NA,NA,NA,"ALIVE","o",13.336,0.000141026424,5485,FALSE,1,2,3,1,2,2,1,2,3,NA,NA,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.167,0.335]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]",NA,NA
"12232",5486.201,16,2,9617,"ABBA",NA,840,"L","W",220,"S","BSLP",5,8,FALSE,NA,NA,NA,NA,2010,0.002186459352,0.144280556112,0.342227627742,0,0.1376350668,0.33061413,0,0.1376350668,0.33061413,4.95,3.22,NA,NA,NA,"ALIVE","o",13.336,0.00192442635,5486,FALSE,1,2,3,1,2,2,1,2,3,NA,NA,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.167,0.335]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]",NA,NA
"12233",5487.201,16,2,98612,"ABBA",NA,840,"L","W",220,"S","BSLP",5,6,FALSE,NA,NA,TRUE,FALSE,2010,0,0.187259340576,0.487080583374,0,0.1870532202,0.4762956198,0,0.1870532202,0.4742527944,5.3,1.37,0.133333333333333,9.4248e-05,-0.119166666666667,"ALIVE","o",13.336,0.0022061886,5487,FALSE,1,2,3,1,2,3,1,2,3,1,1,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]","[0,0.194]","[0,0.000783]"
"12234",5488.201,16,2,98613,"ABBA",NA,840,"L","W",220,"S","BSLP",5,7,FALSE,NA,NA,TRUE,TRUE,2010,0,0.113028147078,0.403666359558,0,0.1071489804,0.390190647,0,0.1049427918,0.3800574162,6.9,4.41,0.3,0.0002403324,0.1425,"ALIVE","o",13.336,0.0037392894,5488,FALSE,1,2,3,1,2,3,1,2,3,2,1,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]","(0.194,0.388]","[0,0.000783]"
"12235",5489.201,16,2,98614,"ABBA",NA,840,"L","W",220,"S","BSLP",5,8,FALSE,NA,NA,TRUE,FALSE,2010,0.002361140166,0.144455236926,0.342402308556,0,0.1376350668,0.33061413,0.00192442635,0.13955949315,0.33442430175,4.72,2.92,0.0266666666666666,1.9100928e-05,-0.00666666666666667,"ALIVE","o",13.336,0.001749745536,5489,FALSE,1,2,3,1,2,2,1,2,3,1,1,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.167,0.335]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]","[0,0.194]","[0,0.000783]"
"12236",5490.201,16,2,98615,"ABBA",NA,840,"L","W",220,"S","BSLP",5,8,FALSE,NA,NA,FALSE,TRUE,2010,0.004104728166,0.146198824926,0.344145896556,0,0.1376350668,0.33061413,0.004104728166,0.146198824926,0.344145896556,0.28,1.4,-0.0266666666666667,-1.843072e-06,0.00833333333333332,"ALIVE","o",13.336,6.157536e-06,5490,FALSE,1,2,3,1,2,2,1,2,3,NA,NA,"[0,0.0307]","(0.103,0.205]","(0.335,0.502]","[0,0.0307]","(0.102,0.204]","(0.167,0.335]","[0,0.0307]","(0.102,0.204]","(0.324,0.486]",NA,NA
"12237",5491.201,16,2,98616,"ABBA",NA,840,"L","W",220,"S","BSLP",4,10,FALSE,NA,NA,TRUE,TRUE,2010,0.005592048,NA,NA,0.0055417824,NA,NA,0.0055417824,NA,NA,6.1,4.89,0.125,0.00010504725,0.0491666666666667,"ALIVE","o",13.336,0.0029224734,5491,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,1,1,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.0307]",NA,NA,"[0,0.194]","[0,0.000783]"
